route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1,1,1,Downtown,,0,18878,1,0,0
1,1,2,South Oak Bay via Richardson,,1,18878,2,0,0
1,2,3,South Oak Bay via Richardson,,1,18479,2,0,0
1,3,4,South Oak Bay via Richardson,,1,19541,2,0,0
1,2,5,Downtown,,0,18479,1,0,0
1,1,6,Downtown,,0,18878,1,0,0
1,3,7,Downtown,,0,19541,1,0,0
1,2,8,Downtown,,0,18479,1,0,0
1,3,9,Downtown,,0,19541,1,0,0
1,3,10,South Oak Bay via Richardson,,1,19541,2,0,0
1,1,11,South Oak Bay via Richardson,,1,18878,2,0,0
1,2,12,South Oak Bay via Richardson,,1,18479,2,0,0
1,4,13,South Oak Bay via Richardson,,1,20188,2,0,0
1,1,14,Downtown,,0,18878,1,0,0
1,3,15,Downtown,,0,19789,1,0,0
1,2,16,Downtown,,0,18479,1,0,0
1,1,17,Downtown,,0,18878,1,0,0
1,3,18,Downtown,,0,19789,1,0,0
1,3,19,Downtown,,0,19541,1,0,0
1,2,20,Downtown,,0,18479,1,0,0
1,4,21,Downtown,,0,19940,1,0,0
1,4,22,Downtown,,0,19940,1,0,0
1,2,23,Downtown,,0,18727,1,0,0
1,3,24,South Oak Bay via Richardson,,1,19789,2,0,0
1,3,25,South Oak Bay via Richardson,,1,19789,2,0,0
1,4,26,South Oak Bay via Richardson,,1,20188,2,0,0
1,4,27,Downtown,,0,19940,1,0,0
1,1,28,South Oak Bay via Richardson,,1,19124,2,0,0
1,2,29,South Oak Bay via Richardson,,1,18727,2,0,0
1,1,30,South Oak Bay via Richardson,,1,19124,2,0,0
1,4,31,South Oak Bay via Richardson,,1,19940,2,0,0
1,2,32,South Oak Bay via Richardson,,1,18727,2,0,0
1,4,33,South Oak Bay via Richardson,,1,20188,2,0,0
1,5,34,South Oak Bay via Richardson,,1,18326,2,0,0
1,1,35,Downtown,,0,19124,1,0,0
1,5,36,Downtown,,0,18326,1,0,0
1,5,37,Downtown,,0,18080,1,0,0
1,5,38,Downtown,,0,18080,1,0,0
1,5,39,Downtown,,0,18326,1,0,0
1,4,40,Downtown,,0,20188,1,0,0
1,2,41,Downtown,,0,18727,1,0,0
1,4,42,Downtown,,0,19940,1,0,0
1,4,43,Downtown,,0,20188,1,0,0
1,1,44,Downtown,,0,19124,1,0,0
1,5,45,Downtown,,0,18080,1,0,0
1,3,46,Downtown,,0,19541,1,0,0
1,5,47,Downtown,,0,18080,1,0,0
1,5,48,South Oak Bay via Richardson,,1,18080,2,0,0
1,2,49,South Oak Bay via Richardson,,1,18727,2,0,0
1,1,50,South Oak Bay via Richardson,,1,19124,2,0,0
1,4,51,South Oak Bay via Richardson,,1,19940,2,0,0
1,5,52,South Oak Bay via Richardson,,1,18326,2,0,0
1,3,53,South Oak Bay via Richardson,,1,19789,2,0,0
1,5,54,South Oak Bay via Richardson,,1,18326,2,0,0
1,5,55,South Oak Bay via Richardson,,1,18080,2,0,0
1,6,56,South Oak Bay via Richardson,,1,30053,2,0,0
1,7,57,South Oak Bay via Richardson,,1,30620,2,0,0
1,7,58,South Oak Bay via Richardson,,1,30620,2,0,0
1,6,59,South Oak Bay via Richardson,,1,30053,2,0,0
1,7,60,South Oak Bay via Richardson,,1,30620,2,0,0
1,8,61,South Oak Bay via Richardson,,1,30975,2,0,0
1,6,62,South Oak Bay via Richardson,,1,30263,2,0,0
1,8,63,South Oak Bay via Richardson,,1,30975,2,0,0
1,6,64,South Oak Bay via Richardson,,1,30263,2,0,0
1,8,65,South Oak Bay via Richardson,,1,30975,2,0,0
1,9,66,South Oak Bay via Richardson,,1,31688,2,0,0
1,6,67,South Oak Bay via Richardson,,1,30263,2,0,0
1,9,68,South Oak Bay via Richardson,,1,31688,2,0,0
1,10,69,South Oak Bay via Richardson,,1,31124,2,0,0
1,6,70,Downtown,,0,30053,1,0,0
1,7,71,Downtown,,0,30620,1,0,0
1,6,72,Downtown,,0,30053,1,0,0
1,6,73,Downtown,,0,30053,1,0,0
1,7,74,Downtown,,0,30620,1,0,0
1,6,75,Downtown,,0,30053,1,0,0
1,8,76,Downtown,,0,30975,1,0,0
1,6,77,Downtown,,0,30263,1,0,0
1,8,78,Downtown,,0,30975,1,0,0
1,6,79,Downtown,,0,30263,1,0,0
1,9,80,Downtown,,0,31688,1,0,0
1,9,81,Downtown,,0,31688,1,0,0
1,10,82,South Oak Bay via Richardson,,1,31334,2,0,0
1,10,83,South Oak Bay via Richardson,,1,31334,2,0,0
1,9,84,South Oak Bay via Richardson,,1,31688,2,0,0
1,7,85,South Oak Bay via Richardson,,1,30410,2,0,0
1,9,86,South Oak Bay via Richardson,,1,31481,2,0,0
1,10,87,South Oak Bay via Richardson,,1,31124,2,0,0
1,10,88,Downtown,,0,31124,1,0,0
1,7,89,Downtown,,0,30410,1,0,0
1,10,90,Downtown,,0,31334,1,0,0
1,10,91,Downtown,,0,31124,1,0,0
1,9,92,Downtown,,0,31481,1,0,0
1,8,93,Downtown,,0,30767,1,0,0
1,8,94,Downtown,,0,30767,1,0,0
1,9,95,Downtown,,0,31481,1,0,0
1,9,96,South Oak Bay via Richardson,,1,31481,2,0,0
1,8,97,South Oak Bay via Richardson,,1,30767,2,0,0
1,8,98,South Oak Bay via Richardson,,1,30767,2,0,0
1,10,99,South Oak Bay via Richardson,,1,31334,2,0,0
1,10,100,Downtown,,0,31124,1,0,0
1,7,101,Downtown,,0,30410,1,0,0
1,7,102,Downtown,,0,30410,1,0,0
1,9,103,Downtown,,0,31481,1,0,0
1,9,104,Downtown,,0,31481,1,0,0
1,8,105,Downtown,,0,30767,1,0,0
1,10,106,Downtown,,0,31334,1,0,0
1,7,107,South Oak Bay via Richardson,,1,30410,2,0,0
1,10,108,Downtown,,0,31124,1,0,0
1,7,109,Downtown,,0,30410,1,0,0
1,8,110,Downtown,,0,30767,1,0,0
2,1,111,Downtown,,1,18874,3,0,0
2,3,112,Willows - Oak Bay Village,,1,19656,4,0,0
2,3,113,Willows - Oak Bay Village,,1,19656,4,0,0
2,1,114,Willows - Oak Bay Village,,1,18913,4,0,0
2,4,115,Willows - Oak Bay Village,,1,20008,4,0,0
2,3,116,Downtown,,1,19637,3,0,0
2,3,117,James Bay - Fisherman's Wharf,,0,19637,5,0,0
2,4,118,James Bay - Fisherman's Wharf,,0,20000,5,0,0
2,1,119,James Bay - Fisherman's Wharf,,0,18938,5,0,0
2,3,120,James Bay - Fisherman's Wharf,,0,19637,5,0,0
2,3,121,James Bay - Fisherman's Wharf,,0,19656,5,0,0
2,3,122,James Bay - Fisherman's Wharf,,0,19656,5,0,0
2,4,123,South Oak Bay - Oak Bay Village,,1,20000,6,0,0
2,3,124,James Bay - Fisherman's Wharf,,0,19505,5,0,0
2,4,125,James Bay - Fisherman's Wharf,,0,20008,5,0,0
2,3,126,South Oak Bay - Oak Bay Village,,1,19467,6,0,0
2,3,127,James Bay - Fisherman's Wharf,,0,19467,7,0,0
2,3,128,South Oak Bay - Oak Bay Village,,1,19467,6,0,0
2,3,129,James Bay - Fisherman's Wharf,,0,19467,7,0,0
2,3,130,Willows - Oak Bay Village,,1,19505,4,0,0
2,3,131,Willows - Oak Bay Village,,1,19505,4,0,0
2,3,132,Willows - Oak Bay Village,,1,19609,4,0,0
2,2,133,Willows - Oak Bay Village,,1,18575,4,0,0
2,2,134,Willows - Oak Bay Village,,1,18594,4,0,0
2,2,135,Willows - Oak Bay Village,,1,18707,4,0,0
2,11,136,Willows - Oak Bay Village,,1,19245,4,0,0
2,11,137,Willows - Oak Bay Village,,1,19248,4,0,0
2,4,138,Willows - Oak Bay Village,,1,20000,4,0,0
2,3,139,Willows - Oak Bay Village,,1,19637,4,0,0
2,2,140,Willows - Oak Bay Village,,1,18597,4,0,0
2,2,141,Willows - Oak Bay Village,,1,18690,4,0,0
2,3,142,Willows - Oak Bay Village,,1,19508,4,0,0
2,1,143,Willows - Oak Bay Village,,1,18910,4,0,0
2,12,144,Willows - Oak Bay Village,,1,19328,4,0,0
2,12,145,Willows - Oak Bay Village,,1,19355,4,0,0
2,3,146,Willows - Oak Bay Village,,1,19656,4,0,0
2,3,147,Willows - Oak Bay Village,,1,19505,4,0,0
2,2,148,Downtown,,1,18531,3,0,0
2,3,149,Downtown,,1,19560,3,0,0
2,1,150,James Bay - Fisherman's Wharf,,0,18874,7,0,0
2,1,151,South Oak Bay - Oak Bay Village,,1,18913,6,0,0
2,1,152,South Oak Bay - Oak Bay Village,,1,18930,6,0,0
2,1,153,James Bay - Fisherman's Wharf,,0,18930,7,0,0
2,4,154,South Oak Bay - Oak Bay Village,,1,19992,6,0,0
2,4,155,James Bay - Fisherman's Wharf,,0,19992,7,0,0
2,4,156,South Oak Bay - Oak Bay Village,,1,20000,6,0,0
2,4,157,James Bay - Fisherman's Wharf,,0,20000,7,0,0
2,3,158,South Oak Bay - Oak Bay Village,,1,19467,6,0,0
2,1,159,James Bay - Fisherman's Wharf,,0,18874,7,0,0
2,1,160,James Bay - Fisherman's Wharf,,0,18913,7,0,0
2,1,161,South Oak Bay - Oak Bay Village,,1,18913,6,0,0
2,1,162,South Oak Bay - Oak Bay Village,,1,18913,6,0,0
2,1,163,James Bay - Fisherman's Wharf,,0,18913,7,0,0
2,1,164,South Oak Bay - Oak Bay Village,,1,18938,6,0,0
2,1,165,James Bay - Fisherman's Wharf,,0,18938,7,0,0
2,1,166,South Oak Bay - Oak Bay Village,,1,18938,6,0,0
2,3,167,James Bay - Fisherman's Wharf,,0,19656,5,0,0
2,1,168,James Bay - Fisherman's Wharf,,0,18913,5,0,0
2,3,169,James Bay - Fisherman's Wharf,,0,19601,5,0,0
2,2,170,James Bay - Fisherman's Wharf,,0,18594,5,0,0
2,11,171,James Bay - Fisherman's Wharf,,0,19245,5,0,0
2,11,172,James Bay - Fisherman's Wharf,,0,19245,5,0,0
2,11,173,James Bay - Fisherman's Wharf,,0,19248,5,0,0
2,11,174,James Bay - Fisherman's Wharf,,1,19275,8,0,0
2,2,175,James Bay - Fisherman's Wharf,,0,18511,5,0,0
2,2,176,James Bay - Fisherman's Wharf,,0,18594,5,0,0
2,3,177,James Bay - Fisherman's Wharf,,0,19508,5,0,0
2,3,178,James Bay - Fisherman's Wharf,,0,19576,5,0,0
2,1,179,James Bay - Fisherman's Wharf,,0,18897,5,0,0
2,1,180,James Bay - Fisherman's Wharf,,0,18910,5,0,0
2,3,181,James Bay - Fisherman's Wharf,,0,19656,5,0,0
2,2,182,James Bay - Fisherman's Wharf,,0,18514,5,0,0
2,3,183,James Bay - Fisherman's Wharf,,0,19505,5,0,0
2,3,184,James Bay - Fisherman's Wharf,,0,19505,5,0,0
2,4,185,South Oak Bay - Oak Bay Village,,1,19992,6,0,0
2,4,186,South Oak Bay - Oak Bay Village,,1,20000,6,0,0
2,4,187,James Bay - Fisherman's Wharf,,0,20000,7,0,0
2,3,188,James Bay - Fisherman's Wharf,,0,19505,7,0,0
2,3,189,South Oak Bay - Oak Bay Village,,1,19508,6,0,0
2,3,190,James Bay - Fisherman's Wharf,,0,19537,7,0,0
2,3,191,South Oak Bay - Oak Bay Village,,1,19593,6,0,0
2,3,192,James Bay - Fisherman's Wharf,,0,19593,7,0,0
2,3,193,South Oak Bay - Oak Bay Village,,1,19601,6,0,0
2,3,194,James Bay - Fisherman's Wharf,,0,19601,7,0,0
2,2,195,South Oak Bay - Oak Bay Village,,1,18514,6,0,0
2,2,196,James Bay - Fisherman's Wharf,,0,18514,7,0,0
2,2,197,James Bay - Fisherman's Wharf,,0,18531,7,0,0
2,2,198,South Oak Bay - Oak Bay Village,,1,18539,6,0,0
2,2,199,James Bay - Fisherman's Wharf,,0,18539,7,0,0
2,11,200,James Bay - Fisherman's Wharf,,0,19248,7,0,0
2,11,201,South Oak Bay - Oak Bay Village,,1,19248,6,0,0
2,11,202,South Oak Bay - Oak Bay Village,,1,19275,6,0,0
2,4,203,James Bay - Fisherman's Wharf,,0,19992,7,0,0
2,4,204,James Bay - Fisherman's Wharf,,0,20000,7,0,0
2,3,205,South Oak Bay - Oak Bay Village,,1,19656,6,0,0
2,3,206,James Bay - Fisherman's Wharf,,0,19656,7,0,0
2,1,207,James Bay - Fisherman's Wharf,,0,18930,9,0,0
2,1,208,James Bay - Fisherman's Wharf,,1,18930,8,0,0
2,2,209,James Bay - Fisherman's Wharf,,0,18597,5,0,0
2,11,210,James Bay - Fisherman's Wharf,,0,19248,5,0,0
2,2,211,James Bay - Fisherman's Wharf,,0,18539,5,0,0
2,2,212,James Bay - Fisherman's Wharf,,0,18575,5,0,0
2,2,213,James Bay - Fisherman's Wharf,,0,18707,5,0,0
2,3,214,James Bay - Fisherman's Wharf,,0,19769,10,0,0
2,4,215,James Bay - Fisherman's Wharf,,0,20168,10,0,0
2,2,216,James Bay - Fisherman's Wharf,,0,18514,7,0,0
2,2,217,South Oak Bay - Oak Bay Village,,1,18539,6,0,0
2,2,218,James Bay - Fisherman's Wharf,,0,18539,7,0,0
2,2,219,South Oak Bay - Oak Bay Village,,1,18594,6,0,0
2,2,220,James Bay - Fisherman's Wharf,,0,18594,7,0,0
2,2,221,South Oak Bay - Oak Bay Village,,1,18594,6,0,0
2,3,222,South Oak Bay - Oak Bay Village,,1,19505,6,0,0
2,3,223,James Bay - Fisherman's Wharf,,0,19505,7,0,0
2,3,224,South Oak Bay - Oak Bay Village,,1,19505,6,0,0
2,3,225,James Bay - Fisherman's Wharf,,0,19576,7,0,0
2,3,226,South Oak Bay - Oak Bay Village,,1,19576,6,0,0
2,3,227,South Oak Bay - Oak Bay Village,,1,19576,6,0,0
2,3,228,South Oak Bay - Oak Bay Village,,1,19467,6,0,0
2,3,229,James Bay - Fisherman's Wharf,,0,19467,7,0,0
2,3,230,South Oak Bay - Oak Bay Village,,1,19467,6,0,0
2,3,231,James Bay - Fisherman's Wharf,,0,19467,7,0,0
2,4,232,James Bay - Fisherman's Wharf,,0,19992,7,0,0
2,4,233,South Oak Bay - Oak Bay Village,,1,20000,6,0,0
2,4,234,James Bay - Fisherman's Wharf,,0,20000,7,0,0
2,4,235,South Oak Bay - Oak Bay Village,,1,20000,6,0,0
2,4,236,James Bay - Fisherman's Wharf,,0,20000,7,0,0
2,1,237,South Oak Bay - Oak Bay Village,,1,18913,6,0,0
2,1,238,James Bay - Fisherman's Wharf,,0,18913,7,0,0
2,1,239,South Oak Bay - Oak Bay Village,,1,18913,6,0,0
2,3,240,South Oak Bay - Oak Bay Village,,1,19656,6,0,0
2,3,241,James Bay - Fisherman's Wharf,,0,19656,7,0,0
2,2,242,South Oak Bay - Oak Bay Village,,1,18514,6,0,0
2,2,243,South Oak Bay - Oak Bay Village,,1,18514,6,0,0
2,3,244,South Oak Bay - Oak Bay Village,,1,19505,6,0,0
2,11,245,James Bay - Fisherman's Wharf,,0,19278,7,0,0
2,11,246,South Oak Bay - Oak Bay Village,,1,19278,6,0,0
2,11,247,James Bay - Fisherman's Wharf,,0,19278,7,0,0
2,12,248,South Oak Bay - Oak Bay Village,,1,19333,6,0,0
2,12,249,James Bay - Fisherman's Wharf,,0,19333,7,0,0
2,12,250,South Oak Bay - Oak Bay Village,,1,19355,6,0,0
2,12,251,South Oak Bay - Oak Bay Village,,1,19403,6,0,0
2,12,252,James Bay - Fisherman's Wharf,,0,19403,7,0,0
2,12,253,James Bay - Fisherman's Wharf,,0,19404,7,0,0
2,12,254,South Oak Bay - Oak Bay Village,,1,19404,6,0,0
2,1,255,South Oak Bay - Oak Bay Village,,1,18874,6,0,0
2,1,256,James Bay - Fisherman's Wharf,,0,18930,7,0,0
2,1,257,South Oak Bay - Oak Bay Village,,1,18938,6,0,0
2,1,258,James Bay - Fisherman's Wharf,,0,18938,7,0,0
2,1,259,James Bay - Fisherman's Wharf,,0,18913,7,0,0
2,1,260,South Oak Bay - Oak Bay Village,,1,18913,6,0,0
2,1,261,James Bay - Fisherman's Wharf,,0,18913,7,0,0
2,3,262,James Bay - Fisherman's Wharf,,0,19505,5,0,0
2,3,263,James Bay - Fisherman's Wharf,,0,19659,5,0,0
2,11,264,James Bay - Fisherman's Wharf,,0,19245,5,0,0
2,11,265,James Bay - Fisherman's Wharf,,0,19248,5,0,0
2,11,266,James Bay - Fisherman's Wharf,,0,19248,5,0,0
2,4,267,Willows - Oak Bay Village,,1,20058,4,0,0
2,3,268,Willows - Oak Bay Village,,1,19659,4,0,0
2,4,269,Willows - Oak Bay Village,,1,20000,4,0,0
2,4,270,Willows - Oak Bay Village,,1,20036,4,0,0
2,2,271,Willows - Oak Bay Village,,1,18498,4,0,0
2,2,272,Willows - Oak Bay Village,,1,18547,4,0,0
2,2,273,Willows - Oak Bay Village,,1,18594,4,0,0
2,3,274,Willows - Oak Bay Village,,1,19752,4,0,0
2,3,275,Willows - Oak Bay Village,,1,19573,4,0,0
2,11,276,Willows - Oak Bay Village,,1,19245,4,0,0
2,11,277,Willows - Oak Bay Village,,1,19245,4,0,0
2,11,278,Willows - Oak Bay Village,,1,19248,4,0,0
2,12,279,Willows - Oak Bay Village,,1,19328,4,0,0
2,12,280,Willows - Oak Bay Village,,1,19328,4,0,0
2,12,281,Willows - Oak Bay Village,,1,19333,4,0,0
2,11,282,Willows - Oak Bay Village,,1,19248,4,0,0
2,12,283,Willows - Oak Bay Village,,1,19328,4,0,0
2,3,284,Willows - Oak Bay Village,,1,19769,4,0,0
2,11,285,Willows - Oak Bay Village,,1,19248,4,0,0
2,2,286,Willows - Oak Bay Village,,1,18511,4,0,0
2,2,287,Willows - Oak Bay Village,,1,18539,4,0,0
2,4,288,Willows - Oak Bay Village,,1,20055,4,0,0
2,3,289,Willows - Oak Bay Village,,1,19505,4,0,0
2,3,290,Willows - Oak Bay Village,,1,19508,4,0,0
2,3,291,Willows - Oak Bay Village,,1,19508,4,0,0
2,3,292,Willows - Oak Bay Village,,1,19601,4,0,0
2,2,293,Willows - Oak Bay Village,,1,18539,4,0,0
2,1,294,Willows - Oak Bay Village,,1,18938,4,0,0
2,3,295,Willows - Oak Bay Village,,1,19769,4,0,0
2,3,296,Willows - Oak Bay Village,,1,19809,4,0,0
2,11,297,Willows - Oak Bay Village,,1,19245,4,0,0
2,12,298,James Bay - Fisherman's Wharf,,1,19333,8,0,0
2,3,299,James Bay - Fisherman's Wharf,,0,19769,5,0,0
2,12,300,James Bay - Fisherman's Wharf,,0,19328,5,0,0
2,3,301,James Bay - Fisherman's Wharf,,0,19809,5,0,0
2,12,302,James Bay - Fisherman's Wharf,,0,19355,5,0,0
2,12,303,James Bay - Fisherman's Wharf,,0,19355,5,0,0
2,12,304,James Bay - Fisherman's Wharf,,0,19403,5,0,0
2,3,305,South Oak Bay - Oak Bay Village,,1,19656,6,0,0
2,3,306,James Bay - Fisherman's Wharf,,0,19467,7,0,0
2,3,307,South Oak Bay - Oak Bay Village,,1,19467,6,0,0
2,3,308,James Bay - Fisherman's Wharf,,0,19467,7,0,0
2,3,309,South Oak Bay - Oak Bay Village,,1,19769,6,0,0
2,4,310,James Bay - Fisherman's Wharf,,0,19866,7,0,0
2,4,311,South Oak Bay - Oak Bay Village,,1,19866,6,0,0
2,3,312,James Bay - Fisherman's Wharf,,0,19593,7,0,0
2,3,313,James Bay - Fisherman's Wharf,,0,19601,7,0,0
2,3,314,South Oak Bay - Oak Bay Village,,1,19601,6,0,0
2,3,315,James Bay - Fisherman's Wharf,,0,19601,7,0,0
2,4,316,James Bay - Fisherman's Wharf,,0,20055,7,0,0
2,4,317,South Oak Bay - Oak Bay Village,,1,20055,6,0,0
2,3,318,James Bay - Fisherman's Wharf,,0,19467,7,0,0
2,2,319,South Oak Bay - Oak Bay Village,,1,18514,6,0,0
2,2,320,James Bay - Fisherman's Wharf,,0,18514,7,0,0
2,2,321,South Oak Bay - Oak Bay Village,,1,18514,6,0,0
2,2,322,James Bay - Fisherman's Wharf,,0,18514,7,0,0
2,2,323,James Bay - Fisherman's Wharf,,0,18594,7,0,0
2,2,324,South Oak Bay - Oak Bay Village,,1,18690,6,0,0
2,3,325,South Oak Bay - Oak Bay Village,,1,19505,6,0,0
2,3,326,James Bay - Fisherman's Wharf,,0,19505,7,0,0
2,3,327,South Oak Bay - Oak Bay Village,,1,19576,6,0,0
2,3,328,South Oak Bay - Oak Bay Village,,1,19467,6,0,0
2,3,329,James Bay - Fisherman's Wharf,,0,19467,7,0,0
2,4,330,James Bay - Fisherman's Wharf,,0,20055,7,0,0
2,4,331,South Oak Bay - Oak Bay Village,,1,20055,6,0,0
2,11,332,James Bay - Fisherman's Wharf,,0,19275,7,0,0
2,11,333,South Oak Bay - Oak Bay Village,,1,19275,6,0,0
2,11,334,James Bay - Fisherman's Wharf,,0,19275,7,0,0
2,11,335,South Oak Bay - Oak Bay Village,,1,19275,6,0,0
2,12,336,James Bay - Fisherman's Wharf,,0,19328,7,0,0
2,2,337,James Bay - Fisherman's Wharf,,0,18514,7,0,0
2,2,338,South Oak Bay - Oak Bay Village,,1,18514,6,0,0
2,2,339,James Bay - Fisherman's Wharf,,0,18514,7,0,0
2,1,340,James Bay - Fisherman's Wharf,,0,18913,7,0,0
2,1,341,South Oak Bay - Oak Bay Village,,1,18930,6,0,0
2,1,342,James Bay - Fisherman's Wharf,,0,18938,7,0,0
2,1,343,South Oak Bay - Oak Bay Village,,1,18938,6,0,0
2,1,344,James Bay - Fisherman's Wharf,,0,18938,7,0,0
2,2,345,South Oak Bay - Oak Bay Village,,1,18707,6,0,0
2,11,346,James Bay - Fisherman's Wharf,,0,19230,7,0,0
2,11,347,South Oak Bay - Oak Bay Village,,1,19248,6,0,0
2,11,348,James Bay - Fisherman's Wharf,,0,19275,7,0,0
2,11,349,South Oak Bay - Oak Bay Village,,1,19278,6,0,0
2,11,350,James Bay - Fisherman's Wharf,,0,19278,7,0,0
2,11,351,Willows - Oak Bay Village,,1,19245,4,0,0
2,2,352,Willows - Oak Bay Village,,1,18594,4,0,0
2,2,353,Willows - Oak Bay Village,,1,18594,4,0,0
2,3,354,Willows - Oak Bay Village,,1,19656,4,0,0
2,3,355,Willows - Oak Bay Village,,1,19809,4,0,0
2,11,356,Willows - Oak Bay Village,,1,19245,4,0,0
2,11,357,Willows - Oak Bay Village,,1,19245,4,0,0
2,3,358,Willows - Oak Bay Village,,1,19508,4,0,0
2,3,359,Willows - Oak Bay Village,,1,19560,4,0,0
2,4,360,Willows - Oak Bay Village,,1,20055,4,0,0
2,4,361,Willows - Oak Bay Village,,1,20151,4,0,0
2,1,362,Willows - Oak Bay Village,,1,18897,4,0,0
2,12,363,Willows - Oak Bay Village,,1,19355,4,0,0
2,12,364,Willows - Oak Bay Village,,1,19355,4,0,0
2,12,365,Willows - Oak Bay Village,,1,19403,4,0,0
2,4,366,Willows - Oak Bay Village,,1,19904,4,0,0
2,4,367,Willows - Oak Bay Village,,1,19904,4,0,0
2,12,368,Willows - Oak Bay Village,,1,19404,4,0,0
2,4,369,Willows - Oak Bay Village,,1,20055,4,0,0
2,4,370,Willows - Oak Bay Village,,1,20055,4,0,0
2,4,371,Willows - Oak Bay Village,,1,19904,4,0,0
2,3,372,Willows - Oak Bay Village,,1,19576,4,0,0
2,12,373,Willows - Oak Bay Village,,1,19404,4,0,0
2,4,374,Willows - Oak Bay Village,,1,20055,4,0,0
2,2,375,Willows - Oak Bay Village,,1,18747,4,0,0
2,1,376,Willows - Oak Bay Village,,1,18842,4,0,0
2,2,377,Downtown,,1,18498,3,0,0
2,1,378,Downtown,,1,18897,3,0,0
2,1,379,Willows - Oak Bay Village,,1,18974,4,0,0
2,1,380,Willows - Oak Bay Village,,1,18993,4,0,0
2,4,381,Willows - Oak Bay Village,,1,20168,4,0,0
2,4,382,Willows - Oak Bay Village,,1,20208,4,0,0
2,4,383,Willows - Oak Bay Village,,1,19907,4,0,0
2,4,384,Willows - Oak Bay Village,,1,19907,4,0,0
2,4,385,Willows - Oak Bay Village,,1,19975,4,0,0
2,4,386,Downtown,,1,19992,3,0,0
2,3,387,Downtown,,1,19537,3,0,0
2,11,388,Downtown,,1,19230,3,0,0
2,3,389,Downtown,,1,19809,3,0,0
2,11,390,James Bay - Fisherman's Wharf,,0,19248,5,0,0
2,12,391,James Bay - Fisherman's Wharf,,0,19328,5,0,0
2,12,392,James Bay - Fisherman's Wharf,,0,19333,5,0,0
2,2,393,James Bay - Fisherman's Wharf,,0,18690,5,0,0
2,3,394,James Bay - Fisherman's Wharf,,0,19508,5,0,0
2,3,395,James Bay - Fisherman's Wharf,,0,19560,5,0,0
2,3,396,James Bay - Fisherman's Wharf,,0,19573,5,0,0
2,4,397,James Bay - Fisherman's Wharf,,0,20151,5,0,0
2,3,398,James Bay - Fisherman's Wharf,,0,19508,5,0,0
2,3,399,James Bay - Fisherman's Wharf,,0,19609,5,0,0
2,2,400,James Bay - Fisherman's Wharf,,0,18547,5,0,0
2,2,401,James Bay - Fisherman's Wharf,,0,18575,5,0,0
2,2,402,James Bay - Fisherman's Wharf,,0,18594,5,0,0
2,2,403,James Bay - Fisherman's Wharf,,0,18594,5,0,0
2,11,404,James Bay - Fisherman's Wharf,,0,19245,5,0,0
2,3,405,James Bay - Fisherman's Wharf,,0,19656,5,0,0
2,3,406,James Bay - Fisherman's Wharf,,0,19656,5,0,0
2,3,407,James Bay - Fisherman's Wharf,,0,19809,5,0,0
2,11,408,James Bay - Fisherman's Wharf,,0,19245,5,0,0
2,11,409,James Bay - Fisherman's Wharf,,0,19245,5,0,0
2,11,410,James Bay - Fisherman's Wharf,,0,19248,5,0,0
2,3,411,James Bay - Fisherman's Wharf,,0,19508,5,0,0
2,4,412,James Bay - Fisherman's Wharf,,0,20055,5,0,0
2,2,413,James Bay - Fisherman's Wharf,,0,18594,5,0,0
2,2,414,James Bay - Fisherman's Wharf,,0,18594,5,0,0
2,12,415,James Bay - Fisherman's Wharf,,0,19328,7,0,0
2,3,416,James Bay - Fisherman's Wharf,,0,19576,7,0,0
2,3,417,South Oak Bay - Oak Bay Village,,1,19576,6,0,0
2,3,418,South Oak Bay - Oak Bay Village,,1,19601,6,0,0
2,3,419,South Oak Bay - Oak Bay Village,,1,19752,6,0,0
2,11,420,James Bay - Fisherman's Wharf,,0,19275,7,0,0
2,11,421,South Oak Bay - Oak Bay Village,,1,19275,6,0,0
2,11,422,James Bay - Fisherman's Wharf,,0,19275,7,0,0
2,11,423,South Oak Bay - Oak Bay Village,,1,19275,6,0,0
2,11,424,South Oak Bay - Oak Bay Village,,1,19278,6,0,0
2,12,425,James Bay - Fisherman's Wharf,,0,19333,7,0,0
2,12,426,South Oak Bay - Oak Bay Village,,1,19333,6,0,0
2,12,427,James Bay - Fisherman's Wharf,,0,19333,7,0,0
2,12,428,South Oak Bay - Oak Bay Village,,1,19355,6,0,0
2,12,429,South Oak Bay - Oak Bay Village,,1,19404,6,0,0
2,4,430,James Bay - Fisherman's Wharf,,0,19866,7,0,0
2,4,431,South Oak Bay - Oak Bay Village,,1,19866,6,0,0
2,4,432,James Bay - Fisherman's Wharf,,0,19866,7,0,0
2,4,433,South Oak Bay - Oak Bay Village,,1,19866,6,0,0
2,11,434,South Oak Bay - Oak Bay Village,,1,19248,6,0,0
2,11,435,James Bay - Fisherman's Wharf,,0,19275,7,0,0
2,11,436,South Oak Bay - Oak Bay Village,,1,19275,6,0,0
2,11,437,James Bay - Fisherman's Wharf,,0,19275,7,0,0
2,12,438,James Bay - Fisherman's Wharf,,0,19328,7,0,0
2,12,439,South Oak Bay - Oak Bay Village,,1,19328,6,0,0
2,11,440,James Bay - Fisherman's Wharf,,0,19275,9,0,0
2,3,441,James Bay - Fisherman's Wharf,,0,19809,9,0,0
2,3,442,James Bay - Fisherman's Wharf,,0,19752,9,0,0
